Class,LOC,NOM,RFC,CBO,DIT,MPC,LCOM5,LCOM2,NOC,CYCLO,DAC
net.sourceforge.atunes.kernel.modules.filter.NavigationTableFilter,18,4,6,2,1,2,0.666666667,0.5,0,4,1
net.sourceforge.atunes.kernel.modules.filter.NavigationTreeFilter,18,4,6,2,1,2,0.666666667,0.5,0,4,1
net.sourceforge.atunes.kernel.modules.filter.PlayListFilter,19,4,6,2,1,2,0.666666667,0.5,0,4,2
net.sourceforge.atunes.kernel.modules.fullscreen.Cover,61,8,30,9,1,22,0.936507937,0.819444444,1,11,9
net.sourceforge.atunes.kernel.modules.fullscreen.CoverFlow,77,10,32,12,1,22,0.888888889,0.8,0,15,5
net.sourceforge.atunes.kernel.modules.fullscreen.ExitFullScreenActionListener,10,2,3,2,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.fullscreen.FullScreenBackgroundFileFilter,14,2,7,3,1,5,0,0,0,4,0
net.sourceforge.atunes.kernel.modules.fullscreen.FullScreenBackgroundPanel,26,3,16,6,1,13,1,0.666666667,0,5,3
net.sourceforge.atunes.kernel.modules.fullscreen.FullScreenController,83,12,45,20,2,34,0.863636364,0.791666667,0,13,4
net.sourceforge.atunes.kernel.modules.fullscreen.FullScreenCoverImageRetriever,50,7,14,6,0,7,0.833333333,0.714285714,0,14,5
net.sourceforge.atunes.kernel.modules.fullscreen.FullScreenHandler,84,13,24,10,3,11,0.888888889,0.820512821,0,20,3
net.sourceforge.atunes.kernel.modules.fullscreen.FullScreenImageSizeCalculator,16,2,2,2,0,0,0,0,0,8,1
net.sourceforge.atunes.kernel.modules.fullscreen.FullScreenKeyAdapter,13,2,4,2,1,2,1,0.5,0,3,2
net.sourceforge.atunes.kernel.modules.fullscreen.FullScreenMouseListener,11,2,3,2,1,1,1,0.5,0,2,2
net.sourceforge.atunes.kernel.modules.fullscreen.FullScreenMouseMotionAdapter,12,2,4,2,1,2,1,0.5,0,2,2
net.sourceforge.atunes.kernel.modules.fullscreen.FullScreenShowMenuMouseAdapter,15,2,7,3,1,5,0,0,0,3,2
net.sourceforge.atunes.kernel.modules.fullscreen.FullScreenWindow,266,36,105,30,2,69,0.954545455,0.928030303,0,50,22
net.sourceforge.atunes.kernel.modules.fullscreen.FullScreenWindowFactory,20,3,7,3,1,4,0.5,0.333333333,0,3,2
net.sourceforge.atunes.kernel.modules.fullscreen.HiddenCover,28,8,9,5,2,1,0.952380952,0.833333333,0,8,3
net.sourceforge.atunes.kernel.modules.fullscreen.HideMouseActionListener,18,2,10,6,1,8,0,0,0,3,3
net.sourceforge.atunes.kernel.modules.fullscreen.PaintCoversBackgroundWorker,47,6,13,8,1,7,0.75,0.625,0,12,4
net.sourceforge.atunes.kernel.modules.fullscreen.RemoveBackgroundActionListener,16,2,6,3,1,4,0,0,0,2,2
net.sourceforge.atunes.kernel.modules.fullscreen.SelectBackgroundActionListener,24,2,12,5,1,10,0,0,0,3,2
net.sourceforge.atunes.kernel.modules.hotkeys.AbstractHotkeys,56,9,16,7,0,7,0.875,0.777777778,2,29,2
net.sourceforge.atunes.kernel.modules.hotkeys.DefaultHotkeysConfig,33,1,5,2,3,4,0,1,0,1,1
net.sourceforge.atunes.kernel.modules.hotkeys.Hotkey,94,12,18,4,2,6,0.909090909,0.833333333,0,21,7
net.sourceforge.atunes.kernel.modules.hotkeys.HotkeyConstants,16,1,1,0,0,0,0,1,0,1,13
net.sourceforge.atunes.kernel.modules.hotkeys.HotkeyHandler,165,12,47,10,3,35,0.803030303,0.736111111,0,52,6
net.sourceforge.atunes.kernel.modules.hotkeys.HotkeysConfig,58,9,21,12,2,14,0.6875,0.611111111,1,13,2
net.sourceforge.atunes.kernel.modules.hotkeys.WindowsHotkeys,75,9,25,6,1,16,0,0,0,25,0
net.sourceforge.atunes.kernel.modules.hotkeys.X11Hotkeys,49,8,24,5,1,16,0,0,0,10,0
net.sourceforge.atunes.kernel.modules.instances.MultipleInstancesHandler,44,5,15,5,3,10,0.75,0.6,0,9,3
net.sourceforge.atunes.kernel.modules.instances.SocketListener,136,9,39,15,1,30,0.775,0.688888889,0,37,5
net.sourceforge.atunes.kernel.modules.instances.SongsQueue,27,3,11,6,1,8,0.5,0.333333333,0,6,3
net.sourceforge.atunes.kernel.modules.internetsearch.SearchFactory,86,3,9,6,0,6,1.333333333,0.888888889,0,5,6
net.sourceforge.atunes.kernel.modules.navigator.AbstractNavigationView,262,36,92,38,2,56,0.952380952,0.925925926,5,55,9
net.sourceforge.atunes.kernel.modules.navigator.AbstractTreeGenerator,144,12,44,15,1,32,0.909090909,0.833333333,4,39,1
net.sourceforge.atunes.kernel.modules.navigator.AlbumAudioObjectSelector,11,2,5,4,1,3,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.navigator.AlbumSorter,20,3,7,7,1,4,0.5,0.333333333,0,5,2
net.sourceforge.atunes.kernel.modules.navigator.AlbumTreeGenerator,35,4,16,13,2,12,0.666666667,0.5,0,6,1
net.sourceforge.atunes.kernel.modules.navigator.AlbumWithArtistAudioObjectSelector,6,1,3,3,1,2,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.navigator.ArtistAudioObjectSelector,11,2,5,4,1,3,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.navigator.ArtistByNameAudioObjectSelector,6,1,2,3,1,1,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.navigator.ArtistNamesComparator,31,3,15,6,1,12,1,0.666666667,0,5,3
net.sourceforge.atunes.kernel.modules.navigator.ArtistSorter,23,3,9,8,1,6,0.5,0.333333333,0,7,2
net.sourceforge.atunes.kernel.modules.navigator.ArtistStructureBuilder,25,2,15,9,0,13,0,0,0,5,1
net.sourceforge.atunes.kernel.modules.navigator.ArtistTreeGenerator,40,4,13,13,2,9,0.666666667,0.5,0,7,1
net.sourceforge.atunes.kernel.modules.navigator.AudioObjectSelector,38,5,10,5,0,7,0,0,7,9,0
net.sourceforge.atunes.kernel.modules.navigator.ChainOfSelectors,24,2,3,6,0,1,0,0,0,7,1
net.sourceforge.atunes.kernel.modules.navigator.CustomNavigatorColumnSet,39,6,13,6,2,7,0.666666667,0.555555556,0,9,3
net.sourceforge.atunes.kernel.modules.navigator.DeviceNavigationView,180,18,49,30,3,31,0.950980392,0.898148148,0,21,6
net.sourceforge.atunes.kernel.modules.navigator.ExtendedToolTipActionListener,20,3,8,4,1,5,0.5,0.333333333,0,3,2
net.sourceforge.atunes.kernel.modules.navigator.ExtendedTooltipContent,201,23,53,21,0,30,0.945454545,0.904347826,0,81,11
net.sourceforge.atunes.kernel.modules.navigator.ExtendedToolTipGetAndSetImageBackgroundWorker,46,7,15,8,1,8,0.777777778,0.666666667,0,14,3
net.sourceforge.atunes.kernel.modules.navigator.FavoritesNavigationView,144,23,54,24,3,31,0.931818182,0.891304348,0,34,8
net.sourceforge.atunes.kernel.modules.navigator.FavoritesNavigationViewTablePopupMenu,67,3,14,9,1,11,0.833333333,0.555555556,0,3,3
net.sourceforge.atunes.kernel.modules.navigator.FavoritesNavigationViewTreePopupMenu,63,3,14,11,1,11,0.833333333,0.555555556,0,3,3
net.sourceforge.atunes.kernel.modules.navigator.FavoritesTreeGenerator,94,5,39,13,1,34,1,0.8,0,13,2
net.sourceforge.atunes.kernel.modules.navigator.FolderAudioObjectSelector,6,1,3,3,1,2,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.navigator.FolderSorter,10,2,4,4,1,2,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.navigator.FolderTreeGenerator,122,11,48,18,1,38,0.9,0.818181818,0,30,2
net.sourceforge.atunes.kernel.modules.navigator.GenreAudioObjectSelector,11,2,5,4,1,3,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.navigator.GenreSorter,10,2,4,4,1,2,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.navigator.GenreTreeGenerator,50,4,21,14,2,17,0.666666667,0.5,0,8,1
net.sourceforge.atunes.kernel.modules.navigator.IntegerComparator,11,1,4,2,1,3,0,1,0,3,1
net.sourceforge.atunes.kernel.modules.navigator.NavigationController,289,35,105,37,1,72,0.942906574,0.915966387,0,59,17
net.sourceforge.atunes.kernel.modules.navigator.NavigationHandler,217,40,73,22,3,34,0.94017094,0.916666667,0,51,6
net.sourceforge.atunes.kernel.modules.navigator.NavigationTableMouseListener,59,6,26,11,1,20,0.8,0.666666667,0,13,5
net.sourceforge.atunes.kernel.modules.navigator.NavigationTreeMouseListener,86,10,36,15,1,26,0.873015873,0.785714286,0,19,7
net.sourceforge.atunes.kernel.modules.navigator.NavigationTreeRoot,16,3,3,2,1,0,0.5,0.333333333,0,3,2
net.sourceforge.atunes.kernel.modules.navigator.NavigationTreeToolTipListener,107,9,35,8,1,26,0.5625,0.5,0,22,4
net.sourceforge.atunes.kernel.modules.navigator.NavigatorActionsStateController,73,7,15,9,0,8,0.666666667,0.571428571,0,25,1
net.sourceforge.atunes.kernel.modules.navigator.PodcastDownloadedPropertyColumn,34,4,11,4,3,7,1.333333333,1,0,8,1
net.sourceforge.atunes.kernel.modules.navigator.PodcastDurationColumn,24,4,14,4,3,10,1.333333333,1,0,4,1
net.sourceforge.atunes.kernel.modules.navigator.PodcastEntriesColumn,22,4,12,4,3,8,1.333333333,1,0,4,1
net.sourceforge.atunes.kernel.modules.navigator.PodcastNavigationView,214,19,70,30,3,51,0.953703704,0.903508772,0,34,6
net.sourceforge.atunes.kernel.modules.navigator.PodcastNotListenedPropertyColumn,34,4,11,4,3,7,1.333333333,1,0,8,1
net.sourceforge.atunes.kernel.modules.navigator.PodcastOldEntryPropertyColumn,32,4,11,4,3,7,1.333333333,1,0,8,1
net.sourceforge.atunes.kernel.modules.navigator.RadioEmptyColumn,23,4,8,4,3,4,1.333333333,1,0,4,1
net.sourceforge.atunes.kernel.modules.navigator.RadioNameColumn,28,4,12,4,3,8,1.333333333,1,0,8,1
net.sourceforge.atunes.kernel.modules.navigator.RadioNavigationView,289,24,90,31,3,67,0.956521739,0.916666667,0,52,7
net.sourceforge.atunes.kernel.modules.navigator.RadioUrlColumn,22,4,12,4,3,8,1.333333333,1,0,4,1
net.sourceforge.atunes.kernel.modules.navigator.RepositoryAudioObjectsHelper,29,1,10,10,0,9,0,0,0,7,0
net.sourceforge.atunes.kernel.modules.navigator.RepositoryNavigationView,111,22,40,19,3,18,0.931972789,0.88961039,0,23,7
net.sourceforge.atunes.kernel.modules.navigator.RepositoryNavigationViewTablePopupMenu,73,3,15,10,1,12,0.833333333,0.555555556,0,3,3
net.sourceforge.atunes.kernel.modules.navigator.RepositoryNavigationViewTreePopupMenu,88,13,19,10,1,6,0.916666667,0.846153846,0,13,11
net.sourceforge.atunes.kernel.modules.navigator.SmartComparator,18,3,9,3,1,6,1,0.666666667,0,5,2
net.sourceforge.atunes.kernel.modules.navigator.TooltipTreeCellDecorator,85,5,27,19,1,22,0.75,0.6,0,30,3
net.sourceforge.atunes.kernel.modules.navigator.TreeGeneratorFactory,19,3,7,7,1,4,0.5,0.333333333,0,3,2
net.sourceforge.atunes.kernel.modules.navigator.TreeLevel,27,9,9,7,0,0,0.875,0.777777778,4,9,1
net.sourceforge.atunes.kernel.modules.navigator.TreeLevelAlbum,22,5,11,6,1,6,0.75,0.6,0,5,1
net.sourceforge.atunes.kernel.modules.navigator.TreeLevelArtist,22,5,12,6,1,7,0.75,0.6,0,5,1
net.sourceforge.atunes.kernel.modules.navigator.TreeLevelGenre,28,6,14,7,1,8,0.8,0.666666667,0,6,2
net.sourceforge.atunes.kernel.modules.navigator.TreeLevelsBuilder,21,2,4,5,0,2,0,0,0,5,1
net.sourceforge.atunes.kernel.modules.navigator.TreeLevelYear,34,7,15,8,1,8,0.833333333,0.714285714,0,7,3
net.sourceforge.atunes.kernel.modules.navigator.YearAudioObjectSelector,12,2,5,4,1,3,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.navigator.YearSorter,6,1,3,3,1,2,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.navigator.YearTreeGenerator,50,4,21,14,2,17,0.666666667,0.5,0,8,1
net.sourceforge.atunes.kernel.modules.network.ExtendedProxy,35,6,15,7,1,9,0.8,0.666666667,0,8,4
net.sourceforge.atunes.kernel.modules.network.NetworkHandler,146,15,49,17,3,37,0.904761905,0.844444444,0,27,3
net.sourceforge.atunes.kernel.modules.network.ProxyAuthenticator,10,2,6,2,1,4,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.notify.CommonNotificationEngine,59,11,25,11,1,14,0.86,0.781818182,3,13,5
net.sourceforge.atunes.kernel.modules.notify.DefaultNotifications,66,11,25,9,2,14,0.92,0.836363636,0,13,5
net.sourceforge.atunes.kernel.modules.notify.GrowlNotificationEngine,85,10,31,15,2,21,0.936507937,0.842857143,0,16,7
net.sourceforge.atunes.kernel.modules.notify.LibnotifyNotificationEngine,65,9,25,11,2,16,0.9375,0.833333333,0,16,2
net.sourceforge.atunes.kernel.modules.notify.LibnotifyNotificationEngine.ShowNotificationRunnable,15,2,9,3,1,7,0,0,0,3,1
net.sourceforge.atunes.kernel.modules.notify.NotificationsHandler,79,12,29,12,3,18,0.909090909,0.833333333,0,23,4
net.sourceforge.atunes.kernel.modules.notify.Notify,66,18,19,5,0,1,1.039215686,0.981481481,0,18,3
net.sourceforge.atunes.kernel.modules.notify.Notify.NotifyNotification,8,1,2,1,1,1,0,1,0,1,2
net.sourceforge.atunes.kernel.modules.notify.OSDDialogController,97,4,43,16,2,39,0.619047619,0.464285714,0,15,7
net.sourceforge.atunes.kernel.modules.notify.OSDDialogMouseListener,14,2,5,3,1,3,0,0,0,3,2
net.sourceforge.atunes.kernel.modules.os.IMacOSXApplication,9,7,7,0,0,0,0,0,1,7,0
net.sourceforge.atunes.kernel.modules.os.Kernel32,4,1,1,0,1,0,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.os.LinuxOperatingSystem,52,12,18,7,1,6,1,0.916666667,0,12,2
net.sourceforge.atunes.kernel.modules.os.MacOSXAboutHandler,5,1,2,2,2,1,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.os.MacOSXAdapter,34,5,15,4,1,10,0.666666667,0.533333333,3,9,3
net.sourceforge.atunes.kernel.modules.os.MacOSXApplication,78,9,24,12,1,15,0.625,0.555555556,0,13,2
net.sourceforge.atunes.kernel.modules.os.MacOSXAppReOpenedListener,24,2,6,3,1,4,0,0,0,5,2
net.sourceforge.atunes.kernel.modules.os.MacOSXDockMenu,31,6,12,4,0,6,0.8,0.666666667,0,6,4
net.sourceforge.atunes.kernel.modules.os.MacOSXDockMenuItemActionListener,10,2,3,2,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.os.MacOSXInitializer,34,5,16,9,0,11,0.75,0.6,0,6,4
net.sourceforge.atunes.kernel.modules.os.MacOSXOperatingSystem,83,18,30,11,1,12,0.960784314,0.907407407,0,18,3
net.sourceforge.atunes.kernel.modules.os.MacOSXPlayerEngineSelectionDialogSearchPlayerEngineBackgroundWorker,56,6,21,12,1,15,0.8,0.666666667,0,12,1
net.sourceforge.atunes.kernel.modules.os.MacOSXPlayerSelectionDialog,215,12,67,31,2,55,0.876033058,0.803030303,0,12,11
net.sourceforge.atunes.kernel.modules.os.MacOSXPlayerSelectionDialogCancelButtonActionListener,10,2,3,2,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.os.MacOSXPlayerSelectionDialogEnableFinishButtonListener,12,2,5,2,1,3,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.os.MacOSXPlayerSelectionDialogEnterPlayerEngineFinishButtonListener,16,2,6,4,1,4,0,0,0,2,3
net.sourceforge.atunes.kernel.modules.os.MacOSXPlayerSelectionDialogGoToFirstPanelListener,15,2,4,3,1,2,0,0,0,2,2
net.sourceforge.atunes.kernel.modules.os.MacOSXPlayerSelectionDialogLocationFileChooserDocumentListener,28,5,11,4,1,6,0.75,0.6,0,7,2
net.sourceforge.atunes.kernel.modules.os.MacOSXPlayerSelectionDialogNextButtonListener,16,2,7,3,1,5,0,0,0,4,2
net.sourceforge.atunes.kernel.modules.os.MacOSXPlayerSelectionDialogSearchResultsFinishButtonListener,20,2,6,4,1,4,0,0,0,2,3
net.sourceforge.atunes.kernel.modules.os.MacOSXPreferencesHandler,5,1,2,2,2,1,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.os.MacOSXQuitHandler,5,1,2,2,2,1,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.os.OperatingSystemAdapter,108,32,55,15,0,23,0.870967742,0.84375,4,36,1
net.sourceforge.atunes.kernel.modules.os.OperatingSystemAdapterFactory,15,3,5,5,0,2,0.5,0.333333333,0,3,2
net.sourceforge.atunes.kernel.modules.os.OsManager,253,51,101,17,1,51,0.78,0.764705882,0,70,3
net.sourceforge.atunes.kernel.modules.os.SolarisOperatingSystem,66,13,22,10,1,9,1,0.923076923,0,16,4
net.sourceforge.atunes.kernel.modules.os.WindowsOperatingSystem,135,21,43,16,1,22,0.983333333,0.936507937,0,36,9
net.sourceforge.atunes.kernel.modules.pattern.AbstractPattern,44,13,16,4,0,3,0.916666667,0.846153846,11,13,6
net.sourceforge.atunes.kernel.modules.pattern.AlbumArtistPattern,10,2,5,5,1,3,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.pattern.AlbumPattern,10,2,5,5,1,3,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.pattern.AnyPattern,10,2,2,4,1,0,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.pattern.ArtistFirstCharPattern,12,2,8,5,1,6,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.pattern.ArtistPattern,14,2,7,5,1,5,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.pattern.AvailablePatternsDefaultTableModel,16,3,5,4,1,2,1,0.666666667,0,3,2
net.sourceforge.atunes.kernel.modules.pattern.ComposerPattern,10,2,4,4,1,2,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.pattern.DiscNumberPattern,10,2,5,4,1,3,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.pattern.GenrePattern,10,2,5,5,1,3,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.pattern.PatternInputDialog,258,9,110,35,2,101,0.854166667,0.759259259,0,15,12
net.sourceforge.atunes.kernel.modules.pattern.PatternInputDialog.OkActionListener,42,2,17,5,1,15,0,0,0,10,1
net.sourceforge.atunes.kernel.modules.pattern.PatternMatcher,97,11,41,9,0,30,0.7,0.636363636,0,31,1
net.sourceforge.atunes.kernel.modules.pattern.PatternPreviewDefaultTableColumnModel,12,1,6,1,1,5,0,1,0,3,1
net.sourceforge.atunes.kernel.modules.pattern.PatternPreviewDefaultTableModel,10,2,3,3,1,1,2,1,0,2,1
net.sourceforge.atunes.kernel.modules.pattern.Patterns,58,9,23,8,0,14,0.6875,0.611111111,0,17,2
net.sourceforge.atunes.kernel.modules.pattern.PatternToFileTranslator,39,5,13,7,0,8,0.5,0.4,0,12,2
net.sourceforge.atunes.kernel.modules.pattern.TitlePattern,10,2,4,4,1,2,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.pattern.TrackPattern,14,3,7,4,1,4,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.pattern.YearPattern,12,2,6,5,1,4,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.player.AbstractPlayerEngine,375,54,105,25,1,51,0.947888589,0.930335097,2,92,21
net.sourceforge.atunes.kernel.modules.player.AdvancedPlayingModeHandler,20,4,7,5,3,3,0.5,0.375,0,5,2
net.sourceforge.atunes.kernel.modules.player.ApplyActionListener,10,2,3,2,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.player.CancelActionListener,10,2,3,2,1,1,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.player.Equalizer,71,10,26,13,1,16,0.740740741,0.666666667,0,20,3
net.sourceforge.atunes.kernel.modules.player.EqualizerDialog,163,12,62,23,2,50,0.839160839,0.769230769,0,20,13
net.sourceforge.atunes.kernel.modules.player.EqualizerPresetsReader,33,2,16,8,0,14,0,0,0,6,1
net.sourceforge.atunes.kernel.modules.player.GetSimilarArtistAudioObjectsBackgroundWorker,110,12,40,17,1,28,0.919191919,0.842592593,0,22,9
net.sourceforge.atunes.kernel.modules.player.LoadPresetActionListener,29,2,14,7,1,12,0,0,0,4,3
net.sourceforge.atunes.kernel.modules.player.mplayer.AbstractMPlayerOutputReader,181,22,66,16,1,44,0.919413919,0.877622378,3,51,15
net.sourceforge.atunes.kernel.modules.player.mplayer.AudioFileMPlayerOutputReader,21,3,13,3,2,10,0.5,0.333333333,0,4,1
net.sourceforge.atunes.kernel.modules.player.mplayer.FadeAwayRunnable,41,3,10,6,1,7,0.375,0.25,0,7,4
net.sourceforge.atunes.kernel.modules.player.mplayer.MPlayerCommandWriter,67,13,19,6,0,6,0.861111111,0.794871795,1,20,6
net.sourceforge.atunes.kernel.modules.player.mplayer.MPlayerConstants,18,1,1,0,0,0,0,1,0,1,14
net.sourceforge.atunes.kernel.modules.player.mplayer.MPlayerEngine,196,28,75,19,2,47,0.87654321,0.845238095,0,48,6
net.sourceforge.atunes.kernel.modules.player.mplayer.MPlayerOutputReaderFactory,34,3,10,6,0,7,0.5,0.333333333,0,10,2
net.sourceforge.atunes.kernel.modules.player.mplayer.MPlayerProcess,38,7,20,12,0,13,0.666666667,0.571428571,0,13,3
net.sourceforge.atunes.kernel.modules.player.mplayer.MPlayerProcessBuilder,205,21,70,20,0,49,0.916666667,0.873015873,0,55,9
net.sourceforge.atunes.kernel.modules.player.mplayer.MPlayerXCommandWriter,12,3,5,2,1,2,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.player.mplayer.PodcastFeedEntryMPlayerOutputReader,22,3,9,4,2,6,0.75,0.5,0,5,2
net.sourceforge.atunes.kernel.modules.player.mplayer.RadioMPlayerOutputReader,90,8,40,9,2,32,0.839285714,0.734375,0,19,8
net.sourceforge.atunes.kernel.modules.player.OkActionListener,11,2,4,2,1,2,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.player.PlayAudioObjectRunnable,22,2,9,3,1,7,0,0,0,2,3
net.sourceforge.atunes.kernel.modules.player.PlayerControlsController,69,10,23,8,2,13,0.888888889,0.8,0,10,3
net.sourceforge.atunes.kernel.modules.player.PlayerEngineSelector,66,7,26,8,0,19,0.791666667,0.678571429,0,18,4
net.sourceforge.atunes.kernel.modules.player.PlayerHandler,283,47,106,19,3,59,0.888586957,0.869680851,0,67,8
net.sourceforge.atunes.kernel.modules.player.ProgressBarSeekListener,20,3,9,3,1,6,0.5,0.333333333,0,4,2
net.sourceforge.atunes.kernel.modules.player.SimilarArtistMode,42,6,16,11,0,10,0.666666667,0.555555556,0,11,3
net.sourceforge.atunes.kernel.modules.player.VoidPlayerEngine,60,17,17,7,2,0,0,0,0,17,0
net.sourceforge.atunes.kernel.modules.player.Volume,31,6,7,4,0,2,0.8,0.666666667,0,9,2
net.sourceforge.atunes.kernel.modules.player.VolumeSliderChangeListener,15,3,7,3,1,4,0.5,0.333333333,0,3,2
net.sourceforge.atunes.kernel.modules.player.VolumeSliderMouseWheelListener,20,3,7,4,1,4,0.5,0.333333333,0,5,2
net.sourceforge.atunes.kernel.modules.playlist.AbstractPlayList,162,33,52,16,2,19,0.94375,0.915151515,2,41,8
net.sourceforge.atunes.kernel.modules.playlist.AllAcceptedPlaylistsFileFilter,20,3,10,6,1,7,0.5,0.333333333,0,3,3
net.sourceforge.atunes.kernel.modules.playlist.ArtistAlbumSelectorDialog,77,9,43,17,2,34,0.9,0.8,0,10,5
net.sourceforge.atunes.kernel.modules.playlist.DynamicPlayList,142,20,56,22,3,40,0.842105263,0.8,0,26,6
net.sourceforge.atunes.kernel.modules.playlist.DynamicPlayListData,10,2,2,1,1,0,1,0.5,0,2,2
net.sourceforge.atunes.kernel.modules.playlist.DynamicPlayListFileFilter,12,2,5,3,1,3,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.playlist.DynamicPlayListReader,35,5,12,9,0,7,0.75,0.6,0,7,4
net.sourceforge.atunes.kernel.modules.playlist.DynamicPlayListWriter,17,2,8,6,0,6,0,0,0,5,1
net.sourceforge.atunes.kernel.modules.playlist.IPlayListController,7,5,5,0,0,0,0,0,1,5,0
net.sourceforge.atunes.kernel.modules.playlist.IPlayListsContainer,18,16,15,0,0,0,0,0,1,15,0
net.sourceforge.atunes.kernel.modules.playlist.IPlayListTabController,4,2,2,0,0,0,0,0,1,2,0
net.sourceforge.atunes.kernel.modules.playlist.ListOfPlayLists,30,6,11,7,2,5,0.866666667,0.722222222,0,6,3
net.sourceforge.atunes.kernel.modules.playlist.ListOfPlayListsCreator,22,1,16,7,0,15,0,0,0,5,0
net.sourceforge.atunes.kernel.modules.playlist.LoadPlayListsBackgroundWorker,85,11,31,17,1,20,0.857142857,0.779220779,0,16,7
net.sourceforge.atunes.kernel.modules.playlist.M3UPlayListReader,84,8,26,8,0,18,0.857142857,0.75,0,23,6
net.sourceforge.atunes.kernel.modules.playlist.M3UPlayListWriter,41,4,15,9,0,12,0.777777778,0.583333333,0,10,3
net.sourceforge.atunes.kernel.modules.playlist.PlaybackHistory,98,8,33,6,0,25,0.238095238,0.208333333,0,20,3
net.sourceforge.atunes.kernel.modules.playlist.PlaybackHistory.Heap,38,6,17,5,0,11,0,0,0,12,1
net.sourceforge.atunes.kernel.modules.playlist.PlayList,128,18,60,18,3,48,0.705882353,0.666666667,0,22,2
net.sourceforge.atunes.kernel.modules.playlist.PlayListAudioObject,31,5,10,8,1,5,0.75,0.6,0,6,2
net.sourceforge.atunes.kernel.modules.playlist.PlayListAudioObjectComparator,7,1,5,2,1,4,0,1,0,1,1
net.sourceforge.atunes.kernel.modules.playlist.PlayListComboModel,35,6,19,7,1,13,0.7,0.583333333,0,7,2
net.sourceforge.atunes.kernel.modules.playlist.PlayListComboModelObject,14,3,3,2,0,0,0.5,0.333333333,0,3,2
net.sourceforge.atunes.kernel.modules.playlist.PlayListComboRenderer,13,1,5,6,1,4,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.playlist.PlayListController,258,32,72,20,2,45,0.89516129,0.8671875,0,54,8
net.sourceforge.atunes.kernel.modules.playlist.PlayListCreator,69,8,25,16,0,17,0.821428571,0.71875,0,15,4
net.sourceforge.atunes.kernel.modules.playlist.PlayListFileFilter,10,2,5,3,1,3,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.playlist.PlayListHandler,570,87,202,37,3,118,0.95622435,0.945233266,0,130,17
net.sourceforge.atunes.kernel.modules.playlist.PlayListHandlerInitializationTask,18,2,7,4,2,5,0,0,0,3,1
net.sourceforge.atunes.kernel.modules.playlist.PlayListIconSelector,17,3,5,3,0,2,0.5,0.333333333,0,6,2
net.sourceforge.atunes.kernel.modules.playlist.PlayListInformationInStatusBar,62,4,16,10,0,12,0.666666667,0.5,0,4,4
net.sourceforge.atunes.kernel.modules.playlist.PlayListIO,142,23,47,16,1,26,0.920454545,0.880434783,0,34,8
net.sourceforge.atunes.kernel.modules.playlist.PlayListKeyListener,12,2,4,2,1,2,0,0,0,3,1
net.sourceforge.atunes.kernel.modules.playlist.PlayListListener,51,6,23,8,1,17,0.8,0.666666667,0,13,4
net.sourceforge.atunes.kernel.modules.playlist.PlayListLocalAudioObjectFilter,14,1,5,5,1,4,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.playlist.PlayListM3UFileFilter,10,2,5,3,1,3,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.playlist.PlayListMode,160,12,55,15,1,43,0.477272727,0.4375,0,54,4
net.sourceforge.atunes.kernel.modules.playlist.PlayListNameCreator,32,3,13,5,0,10,1,0.666666667,0,10,1
