Class,LOC,NOM,RFC,CBO,DIT,MPC,LCOM5,LCOM2,NOC,CYCLO,DAC
net.sourceforge.atunes.model.ILyricsRetrieveOperation,4,2,2,0,0,0,0,0,1,2,0
net.sourceforge.atunes.model.ILyricsService,8,6,6,0,0,0,0,0,1,6,0
net.sourceforge.atunes.model.IMenuBar,5,3,3,0,0,0,0,0,1,3,0
net.sourceforge.atunes.model.IMessageDialog,5,3,1,0,1,0,0,0,1,1,0
net.sourceforge.atunes.model.IMultipleInstancesHandler,3,1,1,0,2,0,0,0,1,1,0
net.sourceforge.atunes.model.INavigationHandler,30,26,25,0,2,0,0,0,1,25,0
net.sourceforge.atunes.model.INavigationTablePanel,5,3,3,0,2,0,0,0,1,3,0
net.sourceforge.atunes.model.INavigationTree,19,17,16,0,1,0,0,0,1,16,0
net.sourceforge.atunes.model.INavigationTreePanel,5,3,3,0,2,0,0,0,1,3,0
net.sourceforge.atunes.model.INavigationTreeRoot,4,2,2,0,0,0,0,0,1,2,0
net.sourceforge.atunes.model.INavigationView,29,23,23,0,1,0,0,0,1,23,0
net.sourceforge.atunes.model.INavigationViewSorter,3,1,1,0,0,0,0,0,5,1,0
net.sourceforge.atunes.model.InconsistentRepositoryException,3,0,0,0,1,0,0,0,0,0,1
net.sourceforge.atunes.model.INetworkHandler,14,8,5,0,2,0,0,0,1,5,0
net.sourceforge.atunes.model.INotificationEngine,9,7,7,0,0,0,0,0,1,7,0
net.sourceforge.atunes.model.INotificationsHandler,6,4,4,0,2,0,0,0,1,4,0
net.sourceforge.atunes.model.IObjectDataStore,6,4,2,0,0,0,0,0,6,2,0
net.sourceforge.atunes.model.IOSManager,44,42,41,0,0,0,0,0,1,41,0
net.sourceforge.atunes.model.IPanel,2,0,0,0,1,0,0,0,6,0,0
net.sourceforge.atunes.model.IPlaybackStateListener,4,1,1,0,0,0,0,0,0,1,0
net.sourceforge.atunes.model.IPlayerControlsPanel,9,7,7,0,2,0,0,0,1,7,0
net.sourceforge.atunes.model.IPlayerEngine,39,37,37,0,0,0,0,0,1,37,0
net.sourceforge.atunes.model.IPlayerHandler,28,25,25,0,2,0,0,0,1,25,0
net.sourceforge.atunes.model.IPlayerTrayIconsHandler,7,5,5,0,0,0,0,0,2,5,0
net.sourceforge.atunes.model.IPlayList,35,33,31,0,1,0,0,0,2,31,0
net.sourceforge.atunes.model.IPlayListAudioObject,4,2,2,0,0,0,0,0,1,2,0
net.sourceforge.atunes.model.IPlayListEventListener,6,4,4,0,0,0,0,0,4,4,0
net.sourceforge.atunes.model.IPlayListHandler,58,51,48,0,1,0,0,0,1,48,0
net.sourceforge.atunes.model.IPlayListIOService,20,18,16,0,0,0,0,0,1,16,0
net.sourceforge.atunes.model.IPlayListMode,12,9,9,0,0,0,0,0,1,9,0
net.sourceforge.atunes.model.IPlayListObjectFilter,3,1,1,0,0,0,0,0,3,1,0
net.sourceforge.atunes.model.IPlayListPanel,7,5,5,0,0,0,0,0,1,5,0
net.sourceforge.atunes.model.IPlayListSelectorPanel,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IPlayListTable,3,1,1,0,1,0,0,0,1,1,0
net.sourceforge.atunes.model.IPodcastFeed,20,17,17,0,1,0,0,0,1,17,0
net.sourceforge.atunes.model.IPodcastFeedEntry,14,12,12,0,1,0,0,0,1,12,0
net.sourceforge.atunes.model.IPodcastFeedHandler,14,10,10,0,2,0,0,0,1,10,0
net.sourceforge.atunes.model.IPopUpButton,6,4,4,0,0,0,0,0,1,4,0
net.sourceforge.atunes.model.IProcess,5,3,3,0,0,0,0,0,3,3,0
net.sourceforge.atunes.model.IProcessFactory,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IProcessListener,4,2,2,0,0,0,0,0,4,2,0
net.sourceforge.atunes.model.IProgressDialog,11,8,8,0,1,0,0,0,1,8,0
net.sourceforge.atunes.model.IProgressSlider,8,6,6,0,2,0,0,0,1,6,0
net.sourceforge.atunes.model.IProxyBean,14,10,10,0,1,0,1.111111111,1,1,10,2
net.sourceforge.atunes.model.IProxyBeanFactory,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.IRadio,17,15,15,0,1,0,0,0,1,15,0
net.sourceforge.atunes.model.IRadioDialog,4,2,2,0,1,0,0,0,1,2,0
net.sourceforge.atunes.model.IRadioHandler,15,13,11,0,2,0,0,0,1,11,0
net.sourceforge.atunes.model.IRepository,40,37,36,0,0,0,0,0,2,36,0
net.sourceforge.atunes.model.IRepositoryHandler,53,49,47,0,1,0,0,0,1,47,0
net.sourceforge.atunes.model.IRepositoryListener,3,1,1,0,0,0,0,0,0,1,0
net.sourceforge.atunes.model.IRepositoryLoader,6,4,4,0,0,0,0,0,1,4,0
net.sourceforge.atunes.model.IRepositoryLoaderListener,10,8,8,0,0,0,0,0,3,8,0
net.sourceforge.atunes.model.IRepositoryProgressDialog,13,11,11,0,1,0,0,0,1,11,0
net.sourceforge.atunes.model.IRepositoryTransaction,4,2,2,0,0,0,0,0,1,2,0
net.sourceforge.atunes.model.IReviewImportDialog,6,4,4,0,1,0,0,0,1,4,0
net.sourceforge.atunes.model.IRipperHandler,13,9,9,0,2,0,0,0,1,9,0
net.sourceforge.atunes.model.IRipperProgressDialog,11,9,7,0,1,0,0,0,1,7,0
net.sourceforge.atunes.model.ISearch,4,2,2,0,0,0,0,0,0,2,0
net.sourceforge.atunes.model.ISearchBinaryOperator,3,1,1,0,1,0,0,0,8,1,0
net.sourceforge.atunes.model.ISearchDialog,5,3,3,0,1,0,0,0,1,3,0
net.sourceforge.atunes.model.ISearchField,9,7,7,0,0,0,0,0,1,7,0
net.sourceforge.atunes.model.ISearchHandler,8,5,5,0,2,0,0,0,1,5,0
net.sourceforge.atunes.model.ISearchNode,4,2,2,0,0,0,0,0,2,2,0
net.sourceforge.atunes.model.ISearchNodeRepresentation,3,1,1,0,1,0,0,0,2,1,0
net.sourceforge.atunes.model.ISearchOperator,3,1,1,0,0,0,0,0,2,1,0
net.sourceforge.atunes.model.ISearchRule,5,3,3,0,0,0,0,0,1,3,0
net.sourceforge.atunes.model.ISearchUnaryOperator,3,1,1,0,1,0,0,0,3,1,0
net.sourceforge.atunes.model.ISelectorDialog,5,3,3,0,1,0,0,0,1,3,0
net.sourceforge.atunes.model.ISimilarArtistsInfo,8,6,6,0,1,0,0,0,1,6,0
net.sourceforge.atunes.model.ISmartPlayListHandler,7,5,5,0,2,0,0,0,1,5,0
net.sourceforge.atunes.model.IState,3,1,1,0,0,0,0,0,11,1,0
net.sourceforge.atunes.model.IStateChangeListener,3,1,1,0,0,0,0,0,0,1,0
net.sourceforge.atunes.model.IStateContext,24,22,22,0,1,0,0,0,2,22,0
net.sourceforge.atunes.model.IStateCore,20,18,18,0,1,0,0,0,1,18,0
net.sourceforge.atunes.model.IStateDevice,10,8,8,0,1,0,0,0,1,8,0
net.sourceforge.atunes.model.IStateNavigation,38,32,32,0,1,0,0,0,1,32,0
net.sourceforge.atunes.model.IStatePlayer,28,26,26,0,1,0,0,0,2,26,0
net.sourceforge.atunes.model.IStatePlaylist,17,14,14,0,1,0,0,0,1,14,0
net.sourceforge.atunes.model.IStatePodcast,13,8,8,0,1,0,0,0,1,8,0
net.sourceforge.atunes.model.IStateRadio,4,2,2,0,1,0,0,0,1,2,0
net.sourceforge.atunes.model.IStateRepository,36,32,32,0,1,0,0,0,1,32,0
net.sourceforge.atunes.model.IStateRipper,12,10,10,0,1,0,0,0,1,10,0
net.sourceforge.atunes.model.IStateService,17,15,15,0,0,0,0,0,1,15,0
net.sourceforge.atunes.model.IStateUI,41,38,38,0,1,0,0,0,2,38,0
net.sourceforge.atunes.model.IStatistics,13,10,10,0,0,0,0,0,1,10,0
net.sourceforge.atunes.model.IStatisticsAlbum,6,4,4,0,0,0,0,0,1,4,0
net.sourceforge.atunes.model.IStatisticsHandler,20,16,16,0,2,0,0,0,1,16,0
net.sourceforge.atunes.model.ISystemTrayHandler,2,0,0,0,2,0,0,0,1,0,0
net.sourceforge.atunes.model.ITable,23,19,19,0,1,0,0,0,1,19,0
net.sourceforge.atunes.model.ITableCellRendererCode,4,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.ITag,30,28,28,0,1,0,0,0,1,28,0
net.sourceforge.atunes.model.ITagAdapter,19,13,13,0,0,0,0,0,2,13,0
net.sourceforge.atunes.model.ITagAttributesReviewed,10,8,8,0,0,0,0,0,1,8,0
net.sourceforge.atunes.model.ITagHandler,20,17,13,0,2,0,0,0,1,13,0
net.sourceforge.atunes.model.ITaskService,7,4,4,0,0,0,0,0,1,4,0
net.sourceforge.atunes.model.ITemporalDiskStorage,7,5,4,0,0,0,0,0,1,4,0
net.sourceforge.atunes.model.ITrackInfo,14,12,12,0,1,0,0,0,1,12,0
net.sourceforge.atunes.model.ITrayIcon,4,2,2,0,0,0,0,0,2,2,0
net.sourceforge.atunes.model.ITreeCellRendererCode,5,1,1,0,0,0,0,0,2,1,0
net.sourceforge.atunes.model.ITreeGenerator,9,3,3,0,0,0,0,0,3,3,0
net.sourceforge.atunes.model.ITreeGeneratorFactory,3,1,1,0,0,0,0,0,1,1,0
net.sourceforge.atunes.model.ITreeNode,9,7,7,0,0,0,0,0,1,7,0
net.sourceforge.atunes.model.ITreeObject,4,2,2,0,0,0,0,0,0,2,0
net.sourceforge.atunes.model.ITreeObjectsSource,3,1,1,0,0,0,0,0,0,1,0
net.sourceforge.atunes.model.IUIHandler,9,7,7,0,2,0,0,0,1,7,0
net.sourceforge.atunes.model.IUnknownObjectChecker,11,9,8,0,0,0,0,0,1,8,0
net.sourceforge.atunes.model.IUpdateDialog,3,1,1,0,1,0,0,0,1,1,0
net.sourceforge.atunes.model.IUpdateHandler,4,2,2,0,2,0,0,0,1,2,0
net.sourceforge.atunes.model.IUrlLabel,6,4,4,0,0,0,0,0,1,4,0
net.sourceforge.atunes.model.IVideoEntry,12,10,10,0,0,0,0,0,1,10,0
net.sourceforge.atunes.model.IWebServicesHandler,28,26,25,0,2,0,0,0,1,25,0
net.sourceforge.atunes.model.IWindowListener,4,2,2,0,0,0,0,0,0,2,0
net.sourceforge.atunes.model.IYear,6,3,3,0,1,0,0,0,1,3,0
net.sourceforge.atunes.model.LookAndFeelBean,22,5,6,1,1,1,0.916666667,0.733333333,0,5,3
net.sourceforge.atunes.model.RankList,74,10,30,9,1,20,0.814814815,0.733333333,0,19,3
net.sourceforge.atunes.model.SearchIndexNotAvailableException,6,1,2,1,1,1,0,1,0,1,1
net.sourceforge.atunes.model.SearchQuerySyntaxException,6,1,2,1,1,1,0,1,0,1,1
net.sourceforge.atunes.MultipleInstancesCheck,15,1,3,2,0,2,0,0,0,5,0
net.sourceforge.atunes.ResourceLocator,16,2,8,2,0,6,0,0,0,7,0
net.sourceforge.atunes.utils.AbstractCache,63,11,19,8,0,8,0.88,0.8,3,16,5
net.sourceforge.atunes.utils.ClipboardFacade,29,4,13,5,1,9,0,0,0,7,0
net.sourceforge.atunes.utils.ClosingUtils,50,7,8,6,0,6,0,0,0,12,0
net.sourceforge.atunes.utils.Collator,12,2,5,5,0,3,0,0,0,4,1
net.sourceforge.atunes.utils.CollectionUtils,23,5,10,7,0,5,0,0,0,8,0
net.sourceforge.atunes.utils.CryptoUtils,33,3,19,12,0,16,0.5,0.333333333,0,7,2
net.sourceforge.atunes.utils.DateFormatter,18,3,8,4,1,5,0.75,0.5,0,4,2
net.sourceforge.atunes.utils.DateSerializer,21,2,7,7,1,5,0.5,0.25,0,4,2
net.sourceforge.atunes.utils.DateUtils,63,5,25,5,0,20,1,0.8,0,22,4
net.sourceforge.atunes.utils.DefaultComparator,12,2,5,3,1,3,1,0.5,0,2,2
net.sourceforge.atunes.utils.DesktopUtils,48,7,14,8,1,7,0.666666667,0.571428571,0,15,1
net.sourceforge.atunes.utils.DirectoryFileFilter,6,1,2,2,1,1,0,0,0,1,0
net.sourceforge.atunes.utils.FileNameUtils,60,6,12,3,0,8,0,0,0,13,0
net.sourceforge.atunes.utils.FileSerializer,10,2,6,5,1,4,0,0,0,2,0
net.sourceforge.atunes.utils.FileUtils,56,5,23,5,0,18,1.25,1,0,20,3
net.sourceforge.atunes.utils.I18nUtils,59,5,13,8,0,8,0.8125,0.65,0,11,4
net.sourceforge.atunes.utils.ImageUtils,120,7,27,9,0,20,1,0.857142857,0,37,1
net.sourceforge.atunes.utils.JavaCommittedHeapSpaceStatistic,12,2,6,1,1,4,0,0,0,2,0
net.sourceforge.atunes.utils.JavaCommittedNonHeapSpaceStatistic,12,2,6,1,1,4,0,0,0,2,0
net.sourceforge.atunes.utils.JavaGarbageCollectionCountStatistic,17,2,6,2,1,4,0,0,0,3,0
net.sourceforge.atunes.utils.JavaInitialHeapSpaceStatistic,12,2,6,1,1,4,0,0,0,2,0
net.sourceforge.atunes.utils.JavaInitialNonHeapSpaceStatistic,12,2,6,1,1,4,0,0,0,2,0
net.sourceforge.atunes.utils.JavaLoadedClassesCountStatistic,12,2,5,1,1,3,0,0,0,2,0
net.sourceforge.atunes.utils.JavaMaxHeapSpaceStatistic,12,2,6,1,1,4,0,0,0,2,0
net.sourceforge.atunes.utils.JavaMaxNonHeapSpaceStatistic,12,2,6,1,1,4,0,0,0,2,0
net.sourceforge.atunes.utils.JavaOsNameStatistic,11,2,4,1,1,2,0,0,0,2,0
net.sourceforge.atunes.utils.JavaRuntimeStatistic,10,2,3,1,1,1,0,0,0,2,0
net.sourceforge.atunes.utils.JavaThreadCountStatistic,12,2,5,1,1,3,0,0,0,2,0
net.sourceforge.atunes.utils.JavaTotalLoadedClassesCountStatistic,12,2,5,1,1,3,0,0,0,2,0
net.sourceforge.atunes.utils.JavaUnloadedClassesCountStatistic,12,2,5,1,1,3,0,0,0,2,0
net.sourceforge.atunes.utils.JavaUptimeStatistic,11,2,5,1,1,3,0,0,0,2,0
net.sourceforge.atunes.utils.JavaUsedHeapSpaceStatistic,12,2,6,1,1,4,0,0,0,2,0
net.sourceforge.atunes.utils.JavaUsedNonHeapSpaceStatistic,12,2,6,1,1,4,0,0,0,2,0
net.sourceforge.atunes.utils.JVMProperties,52,5,9,5,0,6,0,0,0,23,0
net.sourceforge.atunes.utils.KryoFactory,17,2,8,6,0,6,0,0,0,3,1
net.sourceforge.atunes.utils.KryoSerializerService,43,3,20,11,0,17,0,0,0,9,1
net.sourceforge.atunes.utils.LocalAudioObjectImageHandler,169,20,44,14,1,26,0.868421053,0.825,0,46,4
net.sourceforge.atunes.utils.Logger,133,11,51,13,0,42,0.6,0.545454545,0,26,2
net.sourceforge.atunes.utils.OpenBrowserBackgroundWorker,26,5,9,4,1,4,0.75,0.6,0,6,1
net.sourceforge.atunes.utils.OpenFileBackgroundWorker,30,6,10,5,1,4,0.8,0.666666667,0,7,2
net.sourceforge.atunes.utils.PointedList,168,27,29,10,1,6,0.871794872,0.839506173,2,58,3
net.sourceforge.atunes.utils.PropertiesUtils,28,2,10,4,0,8,0,0,0,4,0
net.sourceforge.atunes.utils.ReflectionUtils,83,7,16,7,0,9,0,0,0,30,0
net.sourceforge.atunes.utils.StringInternSerializer,7,1,3,4,1,2,0,0,0,1,0
net.sourceforge.atunes.utils.StringUtils,147,14,46,11,0,32,0,0,0,61,0
net.sourceforge.atunes.utils.TempFolder,71,10,24,5,1,15,0.555555556,0.5,0,19,1
net.sourceforge.atunes.utils.Timer,9,2,3,2,0,1,0,0,0,2,1
net.sourceforge.atunes.utils.TimeUtils,58,5,8,2,0,3,0.875,0.7,0,19,4
net.sourceforge.atunes.utils.XMLSerializerService,46,6,14,9,0,9,0.8,0.666666667,0,10,1
net.sourceforge.atunes.utils.XMLUtils,40,5,17,7,0,12,0,0,0,17,0
net.sourceforge.atunes.utils.XPathUtils,29,4,8,6,0,4,1,0.75,0,10,2
net.sourceforge.atunes.utils.XStreamFactory,27,3,11,6,0,8,0.666666667,0.444444444,0,7,3
net.sourceforge.atunes.ApplicationArgumentsTest,54,5,22,6,0,17,0.3125,0.25,0,5,4
net.sourceforge.atunes.gui.frame.SaveFrameSizeTaskTest,22,1,22,6,0,21,0,0,0,1,0
net.sourceforge.atunes.gui.views.controls.LinkTest,9,1,6,2,0,5,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.AddAlbumsMostPlayedActionTest,11,1,8,2,0,7,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.AddArtistsMostPlayedActionTest,11,1,8,2,0,7,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.AddBannedSongInLastFMActionTest,20,1,18,6,0,17,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.AddFolderToRepositoryActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.AddPodcastFeedActionTest,11,1,9,2,0,8,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.AddRadioActionTest,11,1,9,2,0,8,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.AddRandomSongsActionTest,11,1,8,2,0,7,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.AddSongsMostPlayedActionTest,12,1,10,2,0,9,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.AddUnplayedSongsActionTest,12,1,10,2,0,9,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.AutoScrollPlayListActionTest,11,1,9,2,0,8,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.CheckUpdatesActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ClearPlayListActionTest,28,2,14,4,0,12,0,0,0,2,0
net.sourceforge.atunes.kernel.actions.CloseOtherPlaylistsActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ClosePlaylistActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ConnectDeviceActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.CopyPlayListToDeviceActionTest,20,1,16,7,0,15,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.CustomSearchActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.EditPreferencesActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ExitActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.FillDeviceWithRandomSongsActionTest,75,5,26,5,0,21,0,0,0,5,0
net.sourceforge.atunes.kernel.actions.FullScreenActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.GoToWebSiteActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.GoToWikiActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ImportLovedTracksFromLastFMActionTest,51,1,32,13,0,31,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.MoveAfterCurrentAudioObjectActionTest,45,4,16,5,0,12,0,0,0,4,0
net.sourceforge.atunes.kernel.actions.MoveDownActionTest,21,3,14,4,0,11,0,0,0,3,0
net.sourceforge.atunes.kernel.actions.MoveToBottomActionTest,21,3,14,4,0,11,0,0,0,3,0
net.sourceforge.atunes.kernel.actions.MoveToTopActionTest,21,3,14,4,0,11,0,0,0,3,0
net.sourceforge.atunes.kernel.actions.MoveUpActionTest,21,3,14,4,0,11,0,0,0,3,0
net.sourceforge.atunes.kernel.actions.MuteActionTest,48,3,26,10,0,23,0,0,0,3,3
net.sourceforge.atunes.kernel.actions.NewPlayListActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.PlayActionTest,40,5,20,5,0,15,0,0,0,5,1
net.sourceforge.atunes.kernel.actions.PlayNextAudioObjectActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.PlayNowActionTest,10,1,9,3,0,8,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.PlayPreviousAudioObjectActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.RefreshDeviceActionTest,15,2,10,2,0,8,0,0,0,2,0
net.sourceforge.atunes.kernel.actions.RefreshFolderFromNavigatorActionTest,11,1,9,4,0,8,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.RefreshRepositoryActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.RemoveFromPlayListActionTest,21,3,14,4,0,11,0,0,0,3,0
net.sourceforge.atunes.kernel.actions.RenameAudioFileInNavigationTableActionTest,70,3,22,11,0,19,0,0,0,3,0
net.sourceforge.atunes.kernel.actions.RenamePlaylistActionTest,14,1,12,4,0,11,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.RepeatModeActionTest,24,1,9,4,0,8,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ReportBugOrFeatureRequestActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.RepositoryLoadCancelActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.RepositoryLoadInBackgroundActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.RipCDActionTest,43,4,18,3,0,14,0,0,0,4,0
net.sourceforge.atunes.kernel.actions.SetPlayListSelectionAsFavoriteAlbumActionTest,44,3,23,9,0,20,0,0,0,3,0
net.sourceforge.atunes.kernel.actions.SetPlayListSelectionAsFavoriteArtistActionTest,44,3,24,10,0,21,0,0,0,3,0
net.sourceforge.atunes.kernel.actions.SetPlayListSelectionAsFavoriteSongActionTest,44,3,24,10,0,21,0,0,0,3,0
net.sourceforge.atunes.kernel.actions.ShowAboutActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ShowContextActionTest,30,2,14,4,0,12,0,0,0,2,0
net.sourceforge.atunes.kernel.actions.ShowLogActionTest,15,1,12,4,0,11,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ShowNavigationTableActionTest,40,3,16,4,0,13,0,0,0,3,0
net.sourceforge.atunes.kernel.actions.ShowNavigationTreeActionTest,40,3,16,4,0,13,0,0,0,3,0
net.sourceforge.atunes.kernel.actions.ShowNavigatorActionTest,11,1,8,2,0,7,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ShowNavigatorTableItemInfoActionTest,27,2,18,6,0,16,0,0,0,2,0
net.sourceforge.atunes.kernel.actions.ShowOSDActionTest,14,1,11,4,0,10,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ShowPlayListItemInfoActionTest,18,1,13,5,0,12,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ShowRadioBrowserActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ShowStatsActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ShowStatusBarActionTest,20,2,9,2,0,7,0,0,0,2,0
net.sourceforge.atunes.kernel.actions.ShufflePlayListActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.StopCurrentAudioObjectActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ToggleOSDSettingActionTest,24,1,9,4,0,8,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.ToggleWindowVisibilityActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.VolumeDownActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.actions.VolumeUpActionTest,10,1,7,2,0,6,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.context.ContextHandlerTest,99,4,34,14,0,30,0.5,0.375,0,4,10
net.sourceforge.atunes.kernel.modules.context.ContextHandlerTest.StateMock,19,4,4,3,3,0,0.666666667,0.5,0,4,1
net.sourceforge.atunes.kernel.modules.draganddrop.NavigatorToPlayListDragAndDropProcessorTest,85,3,28,15,0,25,0.2,0.133333333,0,3,5
net.sourceforge.atunes.kernel.modules.favorites.FavoritesAlbumsManagerTest,70,5,29,8,0,24,0.125,0.1,0,5,2
net.sourceforge.atunes.kernel.modules.favorites.FavoritesArtistsManagerTest,70,5,29,8,0,24,0.125,0.1,0,5,2
net.sourceforge.atunes.kernel.modules.favorites.FavoritesHandlerTest,131,6,49,16,0,43,0.514285714,0.428571429,0,6,7
net.sourceforge.atunes.kernel.modules.favorites.FavoritesSongsManagerTest,157,8,42,14,0,34,0.428571429,0.375,0,8,5
net.sourceforge.atunes.kernel.modules.favorites.FavoritesTest,111,6,38,5,0,32,0,0,0,6,1
net.sourceforge.atunes.kernel.modules.navigator.ArtistStructureBuilderTest,33,1,21,8,0,20,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.navigator.SmartComparatorTest,10,1,5,1,0,4,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.os.MacOSXInitializerTest,41,3,21,3,0,18,0.25,0.166666667,0,3,2
net.sourceforge.atunes.kernel.modules.pattern.PatternMatcherTest,102,14,30,11,0,16,0.076923077,0.071428571,0,14,1
net.sourceforge.atunes.kernel.modules.player.EqualizerPresetsReaderTest,11,1,9,4,0,8,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.playlist.ListOfPlayListsCreatorTest,61,5,23,6,0,18,0.458333333,0.366666667,0,5,6
net.sourceforge.atunes.kernel.modules.playlist.PlayListHandlerTest,18,1,16,5,0,15,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.playlist.PlayListLocalAudioObjectFilterTest,17,1,11,5,0,10,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.playlist.PlayListNameCreatorTest,27,4,13,3,0,9,0.444444444,0.333333333,0,4,3
net.sourceforge.atunes.kernel.modules.playlist.PlayListRemoverTest,76,5,26,6,0,21,0.5,0.4,0,5,6
net.sourceforge.atunes.kernel.modules.playlist.PlayListsContainerTest,60,8,23,3,0,15,0.595238095,0.520833333,0,8,6
net.sourceforge.atunes.kernel.modules.playlist.SmartPlayListHandlerTest,52,4,24,8,0,20,0,0,0,5,3
net.sourceforge.atunes.kernel.modules.podcast.PodcastFeedEntryRetrieverTest,23,2,17,5,0,15,0,0,0,2,1
net.sourceforge.atunes.kernel.modules.repository.AudioObjectDuplicateFinderTest,110,7,45,9,0,38,0.333333333,0.285714286,0,7,2
net.sourceforge.atunes.kernel.modules.repository.DeviceHandlerTest,19,2,12,3,0,10,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.repository.RepositoryActionsHelperTest,85,7,22,3,0,15,0,0,0,7,7
net.sourceforge.atunes.kernel.modules.repository.RepositoryHandlerTest,85,8,39,8,0,31,0,0,0,8,1
net.sourceforge.atunes.kernel.modules.repository.RepositoryRemoverTest,52,4,22,6,0,18,0.444444444,0.333333333,0,4,3
net.sourceforge.atunes.kernel.modules.repository.RepositoryTestMockUtils,93,4,32,13,0,28,0,0,0,8,0
net.sourceforge.atunes.kernel.modules.repository.RepositoryTestMockUtils.MockAlbum,43,9,14,8,2,5,0.791666667,0.703703704,0,11,3
net.sourceforge.atunes.kernel.modules.state.PasswordPreferenceTest,11,1,6,2,0,5,0,0,0,1,1
net.sourceforge.atunes.kernel.modules.state.PreferenceHelperTest,42,4,15,2,0,11,0,0,0,4,0
net.sourceforge.atunes.kernel.modules.statistics.AudioObjectStatsTest,28,3,13,2,0,10,0,0,0,3,0
net.sourceforge.atunes.kernel.modules.tags.RatingsToStarsTest,27,2,9,1,0,7,0,0,0,2,0
net.sourceforge.atunes.kernel.modules.webservices.lastfm.LastFmUserServicesTest,12,1,12,5,0,11,0,0,0,1,0
net.sourceforge.atunes.kernel.modules.webservices.lyrics.engines.AbstractLyricEngineTest,58,13,27,3,0,14,0.766666667,0.707692308,0,13,5
